offer_id,title,address,district,price,total_area,rooms,floor,floors_total,house_type,year_built,description,link
321454545,Квартира в Хамовниках,Москва,ЦАО,60 000 000 ₽,,,,,,,"ID: 585162 Уютная и просторная 3-комнатная квартира площадью 73.2 кв.м. в Хамовниках зеленом и тихом сердце центра Москвы. В квартире выполнена качественная дизайнерская отделка в элегантном стиле с использованием высококачественных и дорогостоящих материалов. Функциональное планировочное решение: гостиная с зоной кухни, 2 спальни, одна из которых с балконом, гардеробная, санузел, прихожая. Кухня укомплектована техникой NEFF и Liebherr. Установлены кондиционеры. Окна квартиры ориентированы на две стороны с приятными видами на зеленый двор и тихую улицу. Возле дома ухоженная территория с наземной парковкой, въезд через шлагбаум. Дом в хорошем состоянии, регулярно проводятся все необходимые работы по поддержанию чистоты и порядка. Район располагает всей необходимой инфраструктурой: рядом находятся школы, детские сады, клиники и магазины. Отличное транспортное сообщение: удобный выезд на садовое кольцо и ТТК; до станций метро Парк Культуры и Фрунзенская 9 минут пешком. Один взрослый собственник, обременений нет. Участник ассоциации AREA. Номер объекта: #1/585162/14501",https://www.cian.ru/sale/flat/321454545/
313114238,"2-комн. квартира, 61,4 м², 2/23 этаж",Москва,СВАО,34 467 340 ₽,61.4,2,2,23,,,"Готовые дома и ключи в день покупки Рассрочка 0% Продаётся 2-комнатная квартира площадью 61.4 м² на 2 этаже в Жилом Комплексе ""Союз"". Квартал здоровой жизни премиум-класса с рекордным количеством олимпийских видов спорта: - Ледовая арена для хоккея и фигурного катания, - Футбольные поля для тренировок, - Спортивный зал для фехтования, - Бассейн на 6 дорожек, - Центр единоборств, - 4 крытых площадки для настольного тенниса, - 7 теннисных кортов (крытых и открытых), - 4 крытых площадки для сквоша, - Легкоатлетический стадион, - Площадки для баскетбола и волейбола. Уникальные форматы квартир с мастер-спальнями, приватными террасами, балконами, а также пентхаусы с открыточными видами на город. Все квартиры продаются с отделкой Shell&Core и панорамным остеклением. Расположение Пешком: - 2 мин. до парка ""Сад Будущего""; - 6 мин. до ст. м. """"Ботанический сад""""; - 6 мин. до ст. МЦК """"Ботанический сад """"; - 6 мин. до парка ""Леоновская роща""; На автомобиле: - 2 мин. до СВХ (МСД); - 5 мин. до Проспекта Мира; - 10 мин. до ТТК; - 15 мин. до Садового кольца; - 25 мин. до аэропорта """"Шереметьево"""". Благоустройство - собственная спортивная инфраструктура 7 Га; - зона для пикников; - игровые и спортивные площадки для детей всех возрастов; - розарий, а также сосновые, каштановые и дубовые аллеи; - площадки под открытым небом для занятий спортом и йоги; - игровые комнаты для детей; - лаунж-зона для резидентов; - просторная переговорная для деловых встреч; - премиальный ресторан ""Шабада"" Сосо Павлиашвили с водными арт-объектами на прогулочной аллее, садом ароматных трав и сценой под открытым небом; - кафе, химчистки, аптеки и супермаркеты рядом с домом. Окружение - 8 парков: Сад Будущего, Леоновская роща, Хуамин, Главный ботанический сад РАН, Шереметьевская дубрава, Останкино, парк спорта ""Яуза"", пойма реки Яуза и музей-усадьба ""Останкино""; - 3 ВУЗа: ВГИК, РГСУ, МГПУ; - 12 школ, в том числе: школа 1499 им. И.А. Докукина (топ 100), Brookes Moscow, IThub школа; - 18 детских садов, в том числе билингвальный ALERTUM KIDS; - один из крупнейших океанариумов Европы ""Москвариум""; - один из крупнейших в Европе торгово-развлекательных центров ""Европолис"".",https://www.cian.ru/sale/flat/313114238/
318385656,видовая квартира,Москва,ЦАО,80 000 000 ₽,,,,,,,,https://www.cian.ru/sale/flat/318385656/
322851157,"2-комн. квартира, 72,1 м², 38/90 этаж",Москва,ЦАО,80 456 390 ₽,72.1,2,38,90,,,"Старт продаж! Квартиры в Москва-Сити в самой инновационной башне One. В продаже 2-комнатная квартира площадью 72.10 м² на 38-м этаже. Новый современный жилой комплекс премиум-класса One расположен в самом сердце деловой жизни столицы — в Москва-Сити, где захватывающая дух архитектура встречается с безупречным уровнем комфорта. One находится в Пресненском районе, в пешей доступности от станции метро ""Деловой центр"". Проект был разработан выдающимся архитектором Сергеем Кузнецовым при участии международного бюро Gensler. Уникальная скульптурная форма башни, вдохновленная лентой Мебиуса, создает новый узнаваемый силуэт делового центра и задает непревзойденный стандарт вертикальной жизни. По замыслу архитекторов, жилой комплекс представляет собой две вертикальные башни, соединенные в нижней и верхней точках. На 85 этаже расположен Sky Garden — самый высокий в Европе парк с оазисом природы и секретным садом в облаках, а на 83 этаже парит стеклянный мост Sky Bridge с панорамными видами. Важнейшей особенностью комплекса является его всесторонняя инфраструктура по принципу All-in-One: закрытый клуб с лаунжами, приватным кинотеатром, бильярдной, рабочими зонами и фитнесом. Здесь же расположена торговая галерея бутиков и премиальный гастро-кластер, концепцию которого разработал известный ресторатор Александр Сысоев. Особенности комплекса: - Эксклюзивная архитектура от главного архитектора Москвы - Самый высокий в Европе небесный сад Sky Garden на 85 этаже - Панорамное остекление от пола до потолка во всех квартирах - Smart-инженерия и сервис уровня пятизвездочного отеля - Приватная клубная инфраструктура All-in-One - Трехуровневый паркинг с зарядными станциями для электрокаров - Круглосуточная безопасность и консьерж-сервис Расположение комплекса: - Пешая доступность от станции метро ""Деловой центр"" - 2 минуты до Экспоцентра - 5 минут до Дома Правительства - 7 минут до Кутузовского проспекта",https://www.cian.ru/sale/flat/322851157/
320695724,Дизайнерский ремонт | Есть Лифт,Москва,ЦАО,89 000 000 ₽,,,,,,,"ЭЛИТНАЯ КВАРТИРА В САМОМ ЦЕНТРЕ МОСКВЫ Продается уникальная квартира на Петровке — в одном из самых престижных районов столицы. Основные преимущества: Лифт в доме редкость для исторической застройки. Закрытая парковка за шлагбаумом удобство и безопасность. Консьерж и комфортные соседи. О квартире: Узаконенная планировка: Просторная кухня-гостиная Мастер-спальня с собственной ванной комнатой Две изолированные детские комнаты Гардеробная Два совмещенных санузла Ремонт выполнен из премиальных материалов с продуманным дизайном. Полностью укомплектована встроенной техникой ведущих брендов. Современные технологии: теплые полы, система видеонаблюдения с удаленным доступом. Что делает этот объект особенным? Историческая локация — улица с богатым прошлым, где жили Чехов, Пушкин, Есенин. Культурный центр Москвы — в пешей доступности Большой театр, Петровский пассаж, лучшие рестораны, галереи и бутики. Уникальная архитектура — здание 1908 года, сочетающее стиль и современные удобства. Прямой выход из двора в Столешников переулок. Идеальная локация: 15 минут пешком до Красной площади и Александровского сада. 25 минут пешком до Патриарших прудов. Вокруг лучшие рестораны, фитнес-клубы, частные школы. Звоните, чтобы узнать подробности и договориться о просмотре!",https://www.cian.ru/sale/flat/320695724/
323128703,"2-комн. квартира, 50,4 м², 4/12 этаж",Москва,ВАО,29 836 800 ₽,50.4,2,4,12,,,"ARTEL два 12-этажных клубных дома по 82 квартиры в каждом. Квартира без отделки. Доступна опция дозаказа (2 варианта отделки на выбор). Особенности: Консьерж-сервис премиального уровня: ваших гостей встретят и проводят, помогут с бытовыми вопросами. Профессиональные службы клининга и охраны обеспечат полный порядок. На ухоженной, безопасной территории комплекса вы не увидите никого кроме соседей. Доступна опция валет-паркинга. Инфраструктура: 58 машиномест в подземном паркинге. Каждое — с зарядкой для электромобиля. Есть мотоместа. Предусмотрено хранение велосипедов и самокатов, колясочные и лапомойки. В приватном атриумном дворе сад с дорожками из натурального камня, воркаут-зона, места для отдыха и работы. Отдельная парковка для курьеров. Для курьеров будет отдельный вход, чтобы не пересекаться с остальными жильцами. Вокруг комплекса много зелени, низкая плотность и этажность окружающей застройки. Новых строек рядом не предвидится. В шаговой доступности: 10 детских садов и 8 школ, Преображенская набережная, кафе и рестораны, ТЦ, музеи, медицинская и спортивная инфраструктура. Сделка по договору долевого участия.",https://www.cian.ru/sale/flat/323128703/
321358647,"Квартира ""под ключ"" на Петровке",Москва,ЦАО,89 000 000 ₽,,,,,,,"ID 64740. Предлагается четырехкомнатная квартира в самом центре столицы. Дом 1908 года с лифтом, перекрытия смешанные. В квартире выполнен качественный ремонт в 2021 году. Полностью новая мебель и бытовая техника. В каждой комнате кондиционер. Узаконенная перепланировка. Просторная студия и плюс 3 изолированные комнаты. Хозяйская спальня со своим санузлом. Дополнительный санузел с душевой кабиной на две детские комнаты. Просторная прихожая, гардеробная комната. Современные технологии: теплые полы, система видеонаблюдения с удаленным доступом. Два парковочных места за шлагбаумом на огороженной территории. В подъезде круглосуточно работает консьерж. Прямой выход из двора на Столешников переулок третью по стоимости торговую улицу в мире! Локация мечты: Красная площадь и Александровский сад 15 минут пешком. Чистые и Патриаршие пруды 25 минут. В пешей доступности бутики элитные рестораны, школы, фитнес-клубы, включая бассейн. 10 минут пешком Большой Театр, ЦУМ, Петровский пассаж, Сандуновские бани, театры, музеи. ПРЯМОЙ ПРЕДСТАВИТЕЛЬ СОБСТВЕННИКА. БОНУС АГЕНТУ. ОПЕРАТИВНЫЙ ПОКАЗ. БЕЗ КОМИССИИ ДЛЯ ПОКУПАТЕЛЯ. Intermark Real Estate - участник ассоциации AREA. Брокер объекта Трипольская Екатерина . Мы работаем в выходные и праздничные дни, будем рады вашим звонкам в любое время.",https://www.cian.ru/sale/flat/321358647/
307211222,Скидка 15% на лоты с отделкой,Москва,ЦАО,,,,,,,,"Продаются апартаменты с сервисом 5* отеля на 8-м этаже общей площадью 57.6 метров с 1-й спальней и кухней-гостиной. Дом готов. О жилом комплексе Исключительный проект на главной улице Москвы, меняющий эстетику жизни в современном мегаполисе. Компания Vesper представляет проект на Тверской — апартаменты класса de luxe с отделкой и мебелью, с сервисом и инфраструктурой. Проект Vesper Tverskaya завершает архитектурный ансамбль Тверской, занимая последний свободный участок главной улицы города — в самом центре культурной, деловой и ночной жизни Москвы. Два здания, в которых расположены апартаменты, создают единый ансамбль. Они соединены общими этажами, где расположены wellness-клуб с бассейном и СПА и паркинг. При этом у каждого из зданий отдельный вход. О застройщике Девелопер проекта Vesper специализируется в премиальном сегменте клубной жилой недвижимости. Портфель компании включает в себя 22 проекта в Москве и странах Европы. Актуальные архитектурные проекты, индивидуальный дизайн, передовые технологии, качественные материалы и лучшие мировые практики воплощены в каждом доме компании. Расположение и транспортная доступность Расположение в самом центре, на Тверской улице, создает особый ритм жизни. Всё, чем может заинтересовать один из крупнейших мегаполисов мира, располагается прямо перед вашими окнами.Всего в паре шагов — Патриаршие пруды, один из самых модных и концептуальных районов города. Гастрономические рестораны и энотеки, театры, музеи, лучшие школы — формируют идеальную среду для проживания в мегаполисе. Из апартаментов открываются панорамные виды на динамичную главную улицу города, Триумфальную площадь, исторические особняки. Архитектура Здания, проект которых разработан архитектурным бюро SPEECH под руководством Сергея Чобана, виртуозно балансируют между классической и новаторской концепциями. Проект органично вписывается в элегантный ряд исторических зданий Тверской, привнося свежий акцент своей современной интерпретацией классических форм и пропорций. Все апартаменты предлагаются с высококачественной отделкой с использованием мрамора, дерева ценных пород и текстиля, включающей оборудованные кухни и ванные комнаты. Дом оснащен многоуровневой системой очистки воды, централизованной системой кондиционирования и повышенной шумоизоляцией окон. Инфраструктура Wellness-клуб с 20 метровым бассейном, фитнес центр и СПА, просторные lounge-зоны — все эти преимущества доступны владельцам апартаментов. Доставить ужин из ресторана к приходу гостей или сделать уборку дома к возвращению из командировки — все это можно доверить сервису Vesper Tverskaya, не сомневаясь в качестве результата. Сервисы: -Консьерж-сервис 24/7 -Портье -Услуги горничной -Техническое обслуживание апартаментов Техническое оснащение дома: -Инновационная система микроклимата TION -Увлажнение воздуха, система центрального кондиционирования типа VRF -Многоуровневая система очистки воды -Бесперебойное обеспечени",https://www.cian.ru/sale/flat/307211222/
323161110,Клубный дом! Заезжай и Живи!,Москва,ЦАО,105 000 000 ₽,,,,,,,"Предлагаем Вашему вниманию 4 комнатную квартиру в пешей доступности от нескольких станций метро: ""Белорусская""/ ""Маяковская"". Клубный дом на 20 квартир. Закрытая охраняемая территория. Консьерж. Планировка: Холл, кухня -гостиная, 3 изолированные комнаты, 2 санузла,лоджия. Окна выходят на две стороны. Интеллигентные соседи! Свободная продажа! Взрослый собственник на основании ДКП. М/М в подземном паркинге.",https://www.cian.ru/sale/flat/323161110/
322365120,"2-комн. апартаменты, 71,8 м², 8/17 этаж",Москва,ЗАО,,71.8,2,8,17,,,"Успейте приобрести по выгодным условиям! AHEAD - проект премиум-класса на Кутузовском проспекте. Исключительная локация в престижном Западном округе в 10 минутах ходьбы от парков Победы и Фили, а также двух станций метро, и в 15 мин на автомобиле до ""Москва-Сити"" и Садового кольца. Рядом фитнес-клубы, волейбольная арена ""Динамо"", Европейская школа тенниса. Динамичная архитектура от бюро ""Цимайло Ляшенко и Партнеры"" подчеркивает статус, как и открывающиеся из окон резиденций панорамные виды на Поклонную и Воробьёвы горы, Филёвский парк или ""Москва-Сити"". Всего 73 резиденции и 4 пентхауса с дровяными каминами. Остались последние лоты с уникальными планировками! Все апартаменты продаются с отделкой White Box. При покупке ряда апартаментов владелец получает в качестве бонуса готовый дизайн-проект с рабочей документацией от известной студии дизайна BALCON, что в разы ускорит и упростит процесс превращения ""белого листа"" в продуманное и комфортное пространство для жизни. С окнами Schco в алюминиевом профиле можно не только беспрепятственно созерцать городской ландшафт, но и быть уверенными в том, что уличный шум не проникнет в дом. Особенным местом для досуга станет собственная открытая терраса на 7 этаже с лаундж-зоной и видами на Парк Победы и Воробьевы горы: - Workout для тренировок на свежем воздухе. - Зал йоги для индивидуальных тренировок или мини-групп. - Удобное пространство для работы и деловых переговоров. - Приватный двор с водопадом, прудом и хвойными деревьями редких пород. Инженерное оснащение выполнено с учетом современных технологических решений: - Централизованная система кондиционирования VRF c возможностью регулировки температурного режима в каждом помещении - Скрытые бесшумные воздуховоды - Качественная звукоизоляция: внутрипольные конвекторы, двухкамерные стеклопакеты Schuco с алюминиевым профилем, стекла покрыты светоотражающим напылением - Круглогодичная горячая вода - Биометрический контроль доступа - Видеонаблюдение территории и видеодомофон - Система автоматического распознавания авто номеров - Приточная вентиляция (свежий чистый воздух)",https://www.cian.ru/sale/flat/322365120/
321225812,Просторная квартира,Москва,ЦАО,105 000 000 ₽,,,,,,,"ID: 585146 Просторная 4-комнатная квартира площадью 145.8 кв.м. в клубном доме с подземным паркингом рядом с Миусским сквером. В квартире выполнена авторская отделка. Планировочным решением предусмотрены: просторная гостиная-столовая, зона кухни, 2 спальни, одна из которых с лоджией, кабинет (или 3 спальня), 2 санузла, прихожая. Клубный дом на 20 квартир. Огороженная и охраняемая территория. В пешей доступности от дома распложены Миусский сквер, Делегатский парк, сад Эрмитаж и легендарные Патриаршие пруды. До станций метро Маяковская и Белорусская 6 минут пешком. Участник ассоциации AREA. Номер объекта: #1/585146/14501",https://www.cian.ru/sale/flat/321225812/
301425716,Рассрочка 0% с ПВ 20%!,Москва,ЮАО,20 796 406 ₽,,,,,,,"Рассрочка 0% с платежом от 120 000 ₽ в месяц. 2-комн. квартира в ЖК ""Twelve"" на 32 этаже в 34 этажном здании Корпус 1. Общая площадь: 39.6 кв.м., жилая: 23.80 кв.м. Высота потолков 3.15 м. ЖК Twelve от застройщика Tekta Group — это новый уровень жизни в районе Нагорный в 3-х минутах от станции метро. Проект представляет собой воплощение современной концепции комфортной жизни, где функциональность органично сочетается с эстетикой. Архитектура Twelve создает атмосферу, вдохновляющую на успех и располагающую к позитивным эмоциям. Дом, в котором каждый день будет наполнен уютом, а не рутинной работой и дорожными пробками. Twelve предлагает своим жильцам продуманные планировки, возможность объединения квартир, а также увидеть красоту города через угловое остекление увеличенных окон. Особое внимание уделено комфорту жителей: благоустроенная территория, зеленые насаждения, детские площадки, парковка. ЖК Twelve — это больше, чем просто жилье: это атмосфера умиротворенности, комфорта и гармонии.",https://www.cian.ru/sale/flat/301425716/
322153634,Клубный дом со своим бассейном,Москва,ЦАО,250 000 000 ₽,,,,,,,"ID: 549582 Просторная 2-комнатная квартира площадью 125.4 кв.м. в клубном доме премиум-класса ""Брюсов 19"". В квартире выполнена отделка в классическом стиле с применением натуральных материалов. Планировочным решением предусмотрены: просторная гостиная с зоной кухни и балконом, спальня с ванной комнатой и гардеробной, гостевой санузел, кладовая. Квартира меблирована и оснащена качественной бытовой техникой. Из окон открывается красивый вид на башни Кремля, ""Москва-Сити"", здания МИД. Для комфорта жильцов в доме предусмотрены спортивно-оздоровительный центр с бассейном, фито-бар, игровая комната, а также подземный паркинг с автомойкой. Территория находится под охраной и видеонаблюдением. Район славится разнообразием культурных объектов рядом находится МХТ им. Чехова, театр Ермоловой, Дом композиторов, Дом артистов МХАТ, Большой театр. Участник ассоциации AREA. Номер объекта: #1/549582/14501",https://www.cian.ru/sale/flat/322153634/
321559436,"2-комн. квартира, 116,5 м², 2/7 этаж",Москва,ЦАО,302 900 000 ₽,116.5,2,2,7,,,"Легендарная архитектура от Heatherwick Studio & PCA Два бюро с мировым именем — Heatherwick Studio и Paris Classical Architecture — направили весь свой опыт и талант на создание самой притягательной локации Москвы. Идеи архитекторов предусматривают бережную реконструкцию старинных зданий, дополнение их новыми элементами, творчески переосмысливая эклектичное наследие Китай-города. Впервые прошлое и будущее гармонично соединятся в проекте подобного масштаба в России в трёх архитектурных объектах, объединенных одной идеей: Club, Residence и Collection. Nicole CLUB Главный двор старого города. Пространство свободы в сердце Москвы, открытое как для резидентов, так и для остальных горожан. Интерьеры квартир и общественных пространств Интерьеры Nicole разработаны студией HBA, обладают яркой индивидуальностью, словно каждому отдельному пространству отведена своя собственная роль. При этом все решения органично вписаны в единую дизайн-концепцию за счет использования общих лейтмотивов. Объединяющим элементом служит матовый никель, благородный блеск которого формирует особую эстетику восприятия. Студия НВА известна как победитель многих международных премий в области архитектуры и дизайна. В её портфолио — более 100 крупных эксклюзивных проектов в разных странах мира: курортные комплексы, спа, знаменитые мировые отели сетей Mandarin, Four Seasons, Marriott, Sheraton, Marina Bay Sands, Hyatt, Ritz Carlton, и многие другие. Благоустройство Продолжая бионические линии архитектуры Томаса Хизервика, планировка уличных пространств создает единую и гармоничную среду обитания. Задачей ландшафтного бюро было спроектировать пространство, которое станет живой клеткой в организме города, а это значит будет обладать собственной внутренней логикой и структурой, местом притяжения, местом отдыха и вдохновения Отделка В проекте предусмотрена предчистовая отделка White Box Deluxe. Исключительные архитектурные и интерьерные решения. Премиальная Smart-инженерия и оборудование. Предчистовая отделка каждой квартиры дает возможность адаптировать пространство под свои потребности и индивидуальный дизайн-проект. Каркасные перегородки позволяют произвести максимально бесшумные и чистые работы при их переносе или адаптации розеточной сети. Дополнительно возможно выбрать вариант и коллекции финишной отделки от мирового дизайн-бюро НВА. Аристократичная элегантность в вариантах Classic Light и Dark, философия тихой роскоши в вариантах Modern Light и Dark.",https://www.cian.ru/sale/flat/321559436/
322095545,Квартира с дровяным камином,Москва,ЦАО,250 000 000 ₽,,,,,,,,https://www.cian.ru/sale/flat/322095545/
322499810,Квартира в историческом районе,Москва,ЦАО,211 730 000 ₽,,,,,,,"Уютная квартира с двумя спальными комнатами, панорамными окнами и балконами. ""Фрунзенская набережная"" - единственный элитный клубный квартал на престижной и желанной Фрунзенской набережной, где нет и не появится новых домов такого класса. Для его жителей создан собственный просторный витражный парк площадью 3,1 гектара, где царит атмосфера загородной тишины и безмятежности. Это самый большой в элитном классе парк - он занимает 70% всей территории. Клубные дома скрыты от посторонних глаз и шума мегаполиса обильной зеленью и окружены парадной сталинской застройкой. Расположение идеально подходит для любителей прогулок и здорового образа жизни. Для жителей доступен прямой выход к Москве-реке, за которой раскинулись парк Горького, Нескучный сад и Воробьёвы горы - всего 219 гектаров природных парков. На набережной маршруты для бега, пеших и велопрогулок. Спортивный комплекс ""Лужники"" расположен в 2 километрах. В уникальном клубном квартале создана беспрецедентно масштабная среда для жизни, деловых и личных знакомств, воспитания и игр детей среди равных по статусу соседей в культовом месте и окружении. На его территории сформирована впечатляющая по масштабам и насыщенности инфраструктура только для жителей общей площадью 2700 кв. м. Для максимального комфорта территория своего парка разделена на зоны активного и спокойного отдыха. На свежем воздухе для маленьких жителей разных возрастов оборудована самая большая в элитном классе детская игровая площадка (600 кв. м) по стандарту Kids Lab. Для активного отдыха создана уникальная среди элитных домов многофункциональная площадка (368 кв. м) для футбола, бадминтона, баскетбола, волейбола и других командных видов спорта, также предусмотрена зона для воркаута площадью более 100 кв. м. Для спокойного досуга на природе в своём парке созданы пейзажный пруд с витражным навесом и террасой, тихие зоны у воды, оазисы комфорта - зелёные комнаты с мягкой мебелью и шезлонгами. Парк располагает к прогулкам, в нём много маршрутов вокруг арт-объектов, есть пряный сад с ароматными травами. Здесь можно устроить семейный пикник, почитать книгу в тени деревьев и забыть о том, что живёте в центре города, подарив себе полноценный отдых на природе. В клубном квартале только для жителей создан беспрецедентно большой в элит-классе инфраструктурный центр - Clubhouse. Он расположен в отдельном здании и формирует атмосферу закрытого камерного клуба для своих, где каждый найдёт себе занятие по душе. В Clubhouse комплексная и разнообразная инфраструктура, которая создана по фирменным стандартам Sminex и объединяет лучшие возможности для общения и отдыха, воспитания и развития детей, поддержания здоровья и занятий спортом. Для встреч, отдыха и общения жителей в Clubhouse создана клубная гостиная площадью более 170 кв. м с террасой на свежем воздухе по стандарту Friends Lab. Элегантный дизайн лаундж-зоны располагает как к общению, так и к уединённому отдыху. Здесь комфортно поработать, посидеть с книгой, побеседовать с соседями и",https://www.cian.ru/sale/flat/322499810/
321616847,"Вид во двор и на реку, 3 спальни!",Москва,ЦАО,70 000 000 ₽,,,,,,,"Продается великолепная 3-комнатная квартира с евроремонтом в современном доме на Шмитовском проезде, 39к8. Общая площадь — 108 кв. м, жилая площадь — 64 кв. м, кухня — просторные 32 кв. м. Квартира находится на 17 этаже 18-этажного монолитного дома, построенного в 2023 году. Высота потолков — 3 метра, что создает ощущение простора и воздуха. В квартире выполнен качественный евроремонт. Планировка включает две совмещенные ванные комнаты и один отдельный санузел, что удобно для большой семьи. Окна выходят во двор, поэтому в квартире тихо и уютно. Просторная кухня позволяет комфортно проводить время всей семьей, готовя и устраивая званые ужины. Дом оборудован тремя пассажирскими и четырьмя грузовыми лифтами, что обеспечивает быстрый доступ к квартире даже в часы пик. Для вашего удобства предусмотрена подземная парковка. Также в доме есть мусоропровод, что делает жизнь еще более комфортной. В шаговой доступности от дома находятся школы, детские сады и магазины — все необходимое для жизни и воспитания детей. До метро ""Шелепиха"" всего 8 минут пешком, что позволит вам легко и быстро добраться до центра города. Квартира продается без обременений, возможна ипотека. Все документы готовы к сделке. Не упустите возможность стать обладателем этой удивительной квартиры. Записывайтесь на просмотр и убедитесь сами в ее уникальности!",https://www.cian.ru/sale/flat/321616847/
318761342,"1-комн. квартира, 38,6 м², 4/34 этаж",Москва,ЗАО,31 304 600 ₽,38.6,1,4,34,,,"Прямая продажа от застройщика. Продается 1-комнатная квартира площадью 38,6 кв.м. на 4-м этаже 34-этажного дома в ЖК hideOUT с панорамными видами: Лужники, Воробьёвы горы, МГУ. Высота потолков 3,25 м. hideOUT — премиальный проект компании Dominanta. Это новый уровень жизни и комфорта без компромиссов. Две башни — 34 и 49 этажей — открывают захватывающие виды на Москву. Архитектурной доминантой проекта становится мост, соединяющий башни на высоте 80 метров. Закрытая территория, охрана 24/7, зона экстренной безопасности на подземном уровне, система пожаротушения. На мосту между башнями на 22-м этаже находится SocialHUB — предусмотрено 16 комфортных пространств для работы, отдыха и развлечений с панорамными видами и клубным форматом доступа. Концепция благоустройства hideOUT — баланс между природой и технологичным городом будущего. На территории сада предусмотрены 15 зон для отдыха, работы, спорта и детей. Знаковым местом станет центральная площадь с амфитеатром и водопадом — сочетание камней, растений и струящейся воды создает идеальный баланс с природой. В проекте действуют привлекательные условия покупки: - рассрочка 0% на 3 года с первоначальным взносом от 20%. Период рассрочки до 36 месяцев. - скидка 15% при 100% оплате стоимости лота. Предложение действует до 31.10.2025",https://www.cian.ru/sale/flat/318761342/
